id_bien;surface_carrez;type_local;surface_reelle;nombre_pieces;surface_terrain;voie;commune_id
10301;86.14;Appartement;85;4;;GAETAN RONDEAU;1281
10302;58.72;Appartement;59;3;;FREDERIC CAILLIAUD;1277
10303;64.37;Maison;57;3;;DES CHANTIERS CRUCY;1280
10304;64.6;Appartement;64;3;;PABLO PICASSO;1277
10305;47.4;Maison;49;3;;FREDERIC CHOPIN;1278
10306;37.8;Appartement;38;1;;SUFFREN;1277
10307;77.31;Appartement;75;4;;D AQUITAINE;1282
10308;37.76;Appartement;38;2;;DES ROCHETTES;1277
10309;36.68;Appartement;25;1;;DE LA ROSIERE D ARTOIS;1280
10310;71.47;Appartement;78;3;;DU RALLIEMENT;1277
10311;84.4;Maison;84;4;;DE L OUCHE CHENEAU;1278
10312;47.3;Appartement;47;2;;SUZANNE LENGLEN;1282
10313;49.71;Appartement;52;2;;ANTONIO VIVALDI;1279
10314;34.1;Appartement;34;1;;FELIX LEMOINE;1279
10315;31.5;Appartement;9;1;;DE LA MOUTONNERIE;1277
10316;87.13;Maison;90;4;;DES FRERES GRIMM;1282
10317;62.01;Appartement;63;3;;VINCENT GACHE;1281
10318;28.66;Appartement;29;1;;DE LA CHICOTIERE;1282
10319;37.45;Maison;40;1;;DES GRANITS;1280
10320;22.65;Appartement;23;1;;LEON JOST;1279
10321;45.52;Appartement;45;2;;DE LA BASSE CHENAIE;1279
10322;60.08;Appartement;60;3;;RENE DUMONT;1279
10323;14.61;Appartement;15;1;;JULIEN VIDEMENT;1281
10324;63.01;Appartement;60;4;;MAUVOISINS;1281
10325;66.18;Appartement;65;3;;MARX DORMOY;1281
10326;44.4;Appartement;55;2;;ALLARD;1280
10327;76.69;Appartement;77;4;;DE LA BRANCHOIRE;1282
10328;45.07;Appartement;40;1;;BLANQUI;1280
10329;38.51;Appartement;30;1;;PAUL BELLAMY;1277
10330;47.04;Appartement;47;2;;DES PHOTINIAS;1279
10331;66.77;Maison;66;4;;DE POLYMNIE;1278
10332;56.44;Appartement;58;3;;BEETHOVEN;1279
10333;19.49;Appartement;19;1;;LINNE;1280
10334;61.66;Appartement;64;3;;DES DROITS DE L HOMME;1280
10335;67.78;Appartement;68;4;;DU PETIT BEL AIR;1279
10336;13.89;Appartement;11;1;;LA TOUR D AUVERGNE;1281
10337;42.25;Appartement;42;2;;PAUL VERLAINE;1284
10338;51.77;Maison;51;3;;CHARLES NUNGESSER;1285
10339;33.5;Maison;31;1;;DES CHAMPS RENAUDINS;1286
10340;62.02;Appartement;62;3;;LOUISE MICHEL;1287
10341;45.95;Maison;45;2;;DES SANSONNETS;1288
10342;46.3;Appartement;45;2;;JEAN PERRIN;1286
10343;399.04;Maison;261;7;;DE L HOTEL DE VILLE;1289
10344;70.03;Maison;70;3;;DES LANDES DE LA PLEE;1290
10345;75.98;Appartement;76;4;;DE LA LIBERATION;1286
10346;66.24;Maison;61;4;;DU TELEGRAPHE;1291
10347;55.28;Maison;64;2;;LA ROISERIE;1292
10348;72.07;Appartement;69;3;;DE LA GALARNIERE;1286
10349;53.25;Appartement;52;2;;LOUISE MICHEL;1293
10350;33.6;Appartement;33;2;;FELIX FAURE;1286
10351;77;Appartement;80;5;;DE LA CHAPELLE;1294
10352;56.3;Appartement;58;2;;HARROUYS;1295
10353;45.66;Appartement;45;2;;DU RHIN;1295
10354;67.2;Appartement;68;4;;DE GASCOGNE;1286
10355;42.61;Appartement;58;2;;DE LA GARE;1296
10356;67.35;Appartement;65;3;;EMILE ZOLA;1286
10357;42.45;Appartement;42;2;;GERARD CORABOEUF;1297
10358;89.65;Maison;90;4;;DU PONT GUITTON;1298
10359;39.6;Appartement;50;2;;DES HUIT VIGNERONS;1299
10360;45.66;Appartement;44;2;;DU LEARD;1286
10361;23.96;Appartement;24;1;;DE LA JEUNE VIGNE;1297
10362;59.66;Appartement;60;3;;DE NANTES;1284
10363;102.22;Appartement;99;4;;ALEXANDRE RIOU;1296
10364;50.1;Appartement;50;2;;DE LA BLANCONNERIE;1284
10365;70.47;Appartement;71;4;;DE LA PATOUILLERIE;1300
10366;66;Maison;65;3;;DES JARDINS D'HELENE;1284
10367;48.21;Appartement;57;2;;NICOLAS COPERNIC;1295
10368;54.91;Appartement;57;2;;PASTEUR;1296
10369;72.9;Appartement;73;4;;LOUIS PERGAUD;1286
10370;18.24;Appartement;23;1;;F R DE CHATEAUBRIAND;1295
10371;81.1;Appartement;83;4;;DU CHAPEAU BERGER;1301
10372;39.29;Appartement;35;1;;DU CHATEAU;1302
10373;41.81;Appartement;48;1;;BUSSON BILLAULT;1290
10374;42.66;Appartement;43;2;;DU BOCAGE;1293
10375;32.4;Appartement;38;1;;DU CHAPEAU BERGER;1301
10376;46.56;Appartement;47;2;;DES VERTS PRES;1300
10377;85.9;Appartement;85;5;;COMMUNE DE PARIS 1871;1287
10378;48.7;Appartement;48;2;;DE LA MAINE;1303
10379;47.34;Appartement;58;2;;DE LA FERRIERE;1300
10380;46.2;Maison;48;1;;DU MUSCADET;1304
10381;35.16;Appartement;32;2;;DU STADE;1305
10382;42.72;Appartement;42;2;;DE LA MULE DU PAPE;1287
10383;45.43;Appartement;42;2;;DE L'ERIDAN;1305
10384;34;Appartement;34;2;;DE BELLEVUE;1287
10385;67.55;Appartement;67;3;;EUGENE CHARTIER;1286
10386;90.6;Appartement;92;5;;DU CHAPEAU BERGER;1301
10387;44.2;Appartement;44;2;;DE LA MASSONNIERE;1301
10388;38.91;Appartement;38;2;;AMPERE;1295
10389;66;Maison;65;3;;MADELEINE PELLETIER;1286
10390;73.62;Appartement;80;4;;BENJAMIN PERRET;1286
10391;58.4;Appartement;58;3;;DU GUE;1306
10392;48.18;Appartement;48;2;;DE NANTES;1284
10393;165.29;Maison;126;6;;ARISTIDE BRIAND;1286
10394;35;Maison;35;2;;DE NANTES;1307
10395;82.37;Appartement;83;5;;DE GASCOGNE;1286
10396;41.88;Appartement;41;2;;AMPERE;1295
10397;89.17;Maison;85;4;;DE CEPHEE;1305
10398;51.82;Appartement;52;2;;DES DEPORTES;1286
10399;88.61;Appartement;88;4;;ANNE-CLAUDE GODEAU;1297
10400;55.76;Appartement;58;3;;EUGENE CHARTIER;1286
10401;92.22;Maison;93;4;;DU GARGOT;1300
10402;69;Appartement;69;3;;DU GENERAL DE GAULLE;1308
10403;48.01;Appartement;47;2;;JULES VERNE;1285
10404;42.64;Appartement;42;2;;DE LA MAINGUAIS;1295
10405;66.49;Maison;66;3;;PAULINE KERGOMARD;1286
10406;38;Appartement;38;2;;DU BOIS FERRY;1309
10407;48;Appartement;50;2;;EUGENIE  COTTON;1286
10408;78.65;Maison;78;3;;DU PUITS DE MIRELLE;1310
10409;65.65;Appartement;66;3;;DE LA GARE;1306
10410;45.14;Appartement;45;2;;DE LA MONGENDRIERE;1285
10411;55.04;Appartement;58;3;;FRANCIS ROBERT;1302
10412;132.77;Appartement;132;5;;FRANCOIS CLOUET;1285
10413;45.02;Appartement;36;1;;NICOLAS COPERNIC;1295
10414;96.97;Maison;107;4;;DE SAINT HILAIRE;1304
10415;48.53;Appartement;47;2;;DE LA MONGENDRIERE;1285
10416;94.12;Appartement;95;5;;DE LA PAIX;1287
10417;47.48;Appartement;47;2;;ANDRE FRANQUIN;1285
10418;36.45;Appartement;38;2;;DE LA MAIRIE;1291
10419;26.7;Appartement;27;1;;DES FRERES LUMIERE;1291
10420;61.98;Appartement;62;3;;DE LA PATOUILLERIE;1300
10421;74.6;Appartement;74;4;;LOUISE MICHEL;1293
10422;85.19;Appartement;81;4;;DE L ETIER;1287
10423;40.88;Appartement;40;1;;DU CLOS DU MOULIN;1295
10424;53.89;Appartement;53;2;;WILLY BRANDT;1286
10425;67.2;Appartement;67;3;;DU GEAI;1286
10426;86.24;Maison;86;4;;DU LUXEMBOURG;1297
10427;74.66;Appartement;74;3;;GEORGES CLEMENCEAU;1295
10428;109.36;Maison;94;5;;DU LANDREAU;1300
10429;91.11;Appartement;90;5;;DU PELICAN;1286
10430;49.47;Appartement;48;2;;JEAN JAURES;1286
10431;47.12;Appartement;57;2;;NICOLAS COPERNIC;1295
10432;23.56;Appartement;18;1;;DE CRICKLADE;1288
10433;94.17;Appartement;162;5;;DE LA FORGE;1287
10434;156.53;Appartement;157;4;;DE LA ROUSSELIERE;1301
10435;63.39;Appartement;62;3;;FRANCOISE DORLEAC;1286
10436;87.33;Appartement;87;5;;FRANCIS CARCO;1286
10437;88.99;Maison;88;4;;GEORGE  SAND;1286
10438;89.41;Appartement;91;4;;DE LA VILAINE;1300
10439;63;Appartement;62;3;;RENE GUY CADOU;1286
10440;38.31;Appartement;44;2;;DU MAL FOCH;1311
10441;33.32;Appartement;33;1;;DE LA MAINGUAIS;1295
10442;58.64;Appartement;60;3;;EUGENE CHARTIER;1286
10443;64.32;Appartement;64;3;;DES MARTYRS;1286
10444;94.82;Maison;94;5;;DES ROUGES GORGES;1297
10445;14.9;Appartement;18;1;;DE LA MARINE;1302
10446;87.51;Appartement;86;4;;EUGENIE  COTTON;1286
10447;41.9;Maison;42;3;;ARISTIDE BRIAND;1287
10448;40;Appartement;40;2;;DU MAL FOCH;1311
10449;30.51;Appartement;31;1;;DE LA LIBERATION;1286
10450;59.73;Appartement;65;3;;DE BRETAGNE;1286
10451;59.6;Appartement;59;2;;DU PARC DE LA FORET;1312
10452;66.81;Appartement;62;3;;FRANCIS CARCO;1286
10453;26.26;Appartement;26;2;;DE LA HAIE;1297
10454;85.26;Appartement;85;4;;DES DEPORTES;1286
10455;63.74;Appartement;64;3;;DE BRETAGNE;1305
10456;24.58;Appartement;25;1;;LOUISE MICHEL;1297
10457;59.72;Appartement;68;3;;ROGER SALENGRO;1286
10458;43.31;Appartement;42;2;;RONSARD;1309
10459;47.29;Maison;49;2;;LA BASSE GAGNERIE;1313
10460;61.57;Appartement;62;3;;DU PATUREAU;1300
10461;89.16;Maison;85;4;;FRANCOISE DOLTO;1286
10462;85.19;Maison;70;2;;DE RENNES;1291
10463;21.47;Appartement;22;1;;L HOTELLERIE;1295
10464;80.98;Maison;80;4;;DE LA TOSCA;1287
10465;46.46;Appartement;46;2;;DE LA ROUSSELIERE;1301
10466;73.86;Appartement;74;4;;EMILE ZOLA;1286
10467;89.79;Maison;90;4;;FRANCOISE D'AMBROISE;1287
10468;68.31;Appartement;69;3;;AUGUSTIN MOUILLE;1286
10469;24;Appartement;24;2;;DU DOCTEUR RICHELOT;1314
10470;33.95;Appartement;34;1;;ALFRED DURAND;1315
10471;26.88;Appartement;32;1;;DE LA MARINE;1316
10472;30.77;Maison;38;2;;BERTIE;1315
10473;28.08;Appartement;25;1;;TARTIFUME;1316
10474;45.2;Appartement;46;2;;DE L OCEAN THARON;1317
10475;28.46;Appartement;28;1;;PRESIDENT ROOSEVELT;1315
10476;22.27;Appartement;21;1;;DES MOUETTES;1317
10477;50.05;Appartement;49;3;;DE LA CROIX BERNIER;1318
10478;61.1;Appartement;61;3;;JOSHUA SLOCUM;1316
10479;68.91;Maison;80;5;;DES ERABLES;1319
10480;33.45;Appartement;35;2;;DE PORNIC;1320
10481;77.26;Appartement;78;4;;DE PORNIC;1315
10482;62.58;Appartement;63;3;;SIMILIEN GUERIN;1321
10483;129.39;Appartement;129;4;;DU VERGER;1322
10484;55.38;Appartement;56;3;;DU FAISAN;1323
10485;102.32;Appartement;84;3;;DU VERGER;1322
10486;63.8;Appartement;62;2;;GEORGES CLEMENCEAU;1315
10487;31.11;Appartement;36;1;;MARCEL;1315
10488;70.28;Maison;70;4;;DES ERABLES;1319
10489;89.75;Maison;78;4;;DE LA PRINAIS;1315
10490;54.17;Appartement;50;2;;DE L OCEAN;1317
10491;51.99;Appartement;51;2;;PIERRE JUBAU;1323
10492;29.89;Maison;30;2;;DE LA BRIDELAIS;1315
10493;68.06;Appartement;68;3;;DE LA LOIRE;1315
10494;74.06;Maison;36;3;;DU ONZE NOVEMBRE 1918;1315
10495;70.08;Maison;70;4;;DES ERABLES;1319
10496;105.28;Appartement;38;1;;PIERRE JUBAU;1323
10497;52.9;Maison;113;4;;DE MINDIN;1315
10498;44.17;Appartement;47;4;;DU MARECHAL FOCH PORNIC;1316
10499;29.29;Maison;28;1;;ALPHONSE DAUDET;1314
10500;43.14;Appartement;43;2;;DES FOSSETTES;1324
10501;79.49;Maison;80;3;;DE LA BERNERIE;1316
10502;45.87;Appartement;47;2;;PRESIDENT ROOSEVELT;1315
10503;21.15;Appartement;23;1;;ESCALIER GALIPAUD;1316
10504;33.09;Maison;33;1;;JEAN DUPLESSIS;1314
10505;58.82;Maison;58;3;;LES ECUREUILS;1315
10506;44.98;Appartement;45;2;;DU MARECHAL FOCH;1315
10507;24.04;Appartement;24;1;;OCEANIDES;1325
10508;67.98;Appartement;68;2;;OCEANIDES;1325
10509;47.24;Appartement;48;2;;FERDINAND BUISSON;1326
10510;25.92;Appartement;26;1;;DE LA POSTE;1325
10511;75.36;Appartement;75;3;;DES LORIETTES;1325
10512;26.7;Appartement;27;1;;GRAVELAIS;1325
10513;49.26;Appartement;50;3;;MARCEL SEMBAT;1327
10514;65.15;Appartement;67;3;;DANIELLE CASANOVA;1327
10515;77.53;Appartement;84;5;;DE LA GARE;1328
10516;30.95;Appartement;32;1;;DE NANTES;1329
10517;79.03;Appartement;79;3;;ARISTIDE BRIAND;1326
10518;37.61;Appartement;38;2;;JEAN MARIE PERRET;1330
10519;56.51;Maison;62;3;;LA BRETESCHE;1331
10520;34.49;Appartement;36;2;;VICTOR HUGO;1326
10521;66.31;Appartement;75;3;;DE BONNE SOURCE;1325
10522;51.55;Appartement;45;2;;OCEANIDES;1325
10523;32.6;Appartement;33;2;;BARBARA;1330
10524;49.68;Appartement;48;2;;DE VILLENEUVE;1326
10525;53.73;Appartement;53;3;;DE CHATEAUBRIAND;1332
10526;61.25;Appartement;57;3;;ROGER SALENGRO;1326
10527;45.46;Appartement;47;3;;DE TRIGNAC;1326
10528;19.1;Appartement;21;1;;LUCIE;1325
10529;32.58;Appartement;32;2;;JULES MANSART;1326
10530;24.61;Appartement;21;1;;JEAN JAURES;1327
10531;38.29;Appartement;38;2;;LAFAYETTE;1333
10532;93;Maison;83;4;;DES MARRONNIERS;1325
10533;80.52;Appartement;80;3;;ARISTIDE BRIAND;1326
10534;53.67;Appartement;59;3;;DE LA REPUBLIQUE;1326
10535;56.1;Appartement;55;3;;DU COMMANDANT BOITARD;1325
10536;44.69;Appartement;45;2;;DE LA VECQUERIE;1326
10537;15.39;Appartement;18;1;;DE LA COTE D AMOUR;1326
10538;50.4;Appartement;35;2;;DU CROISIC;1326
10539;24.68;Appartement;24;1;;DE BONNE SOURCE;1325
10540;21.79;Appartement;13;1;;BOULANGER;1325
10541;24.42;Appartement;24;1;;DE LA MER;1325
10542;59.14;Appartement;59;3;;JEAN DE NEYMAN;1326
10543;22.95;Appartement;22;1;;DU LITTORAL;1325
10544;45.96;Appartement;44;3;;DE BONNE SOURCE;1325
10545;45.18;Appartement;45;1;;DE LA REPUBLIQUE;1326
10546;69;Appartement;69;3;;RENE GUY CADOU;1334
10547;15.46;Appartement;15;1;;CHARLOTTE;1325
10548;38.4;Appartement;38;2;;PORSON;1325
10549;84.2;Appartement;85;5;;HENRI DE BOISFLEURY;1335
10550;12.97;Appartement;14;1;;DES ALBATROS;1326
10551;37.07;Appartement;37;2;;DE LA POSTE;1325
10552;100.52;Appartement;103;4;;JEAN PIERRE DUFREXOU;1326
10553;12.66;Appartement;14;1;;DE LA COTE D AMOUR;1326
10554;109.07;Appartement;128;4;;ALBERT DE MUN;1326
10555;49.29;Appartement;48;2;;DU DOCTEUR ROUX;1332
10556;45.87;Appartement;48;2;;ALBERT DE MUN;1326
10557;63.84;Appartement;65;3;;DES COLS VERTS;1325
10558;28.95;Appartement;27;1;;DES CABOTEURS;1326
10559;64.22;Appartement;70;3;;VICTOR SCHOELCHER;1329
10560;100.73;Appartement;103;4;;VILLES CHEVISSENS;1325
10561;29.19;Appartement;33;2;;BARBARA;1330
10562;71.79;Appartement;72;3;;DES LANDETTES;1326
10563;47.41;Appartement;48;2;;ROUGET DE LISLE;1327
10564;57.18;Appartement;70;3;;JULES VERNE;1336
10565;31.02;Appartement;32;2;;DE LA LIBERATION;1326
10566;48.03;Appartement;48;2;;ROGER SALENGRO;1326
10567;71.96;Maison;89;4;;DU PRE DE LA RAMEE;1332
10568;36.67;Appartement;35;2;;DE CRAN;1326
10569;56.1;Appartement;56;3;;CHARLES DELESCLUZE;1326
10570;36.91;Appartement;50;3;;DE TOUTES AIDES;1326
10571;87.57;Appartement;87;3;;DE LA REPUBLIQUE;1329
10572;46.02;Appartement;48;2;;DE BONNE SOURCE;1325
10573;24.07;Appartement;23;1;;LEON GAMBETTA;1326
10574;22.03;Appartement;25;1;;JEAN JAURES;1332
10575;51.8;Appartement;60;2;;DE LA CHAPELLE;1331
10576;24.5;Appartement;24;2;;CHARLES LONGUET;1326
10577;36.28;Appartement;36;2;;LOUISE;1325
10578;54.88;Appartement;40;2;;GRAVELAIS;1325
10579;53.5;Appartement;47;2;;SUNDERLAND;1326
10580;44.66;Appartement;42;2;;DE L OCEAN;1326
10581;60.97;Appartement;61;3;;DE LA COLONIE;1337
10582;64.66;Appartement;65;3;;ARTHUR RIMBAUD;1326
10583;53.9;Appartement;62;3;;DE NANTES;1338
10584;25.65;Appartement;25;2;;COMMANDANT CHARCOT;1326
10585;16.27;Appartement;18;1;;DES ALBATROS;1326
10586;35.39;Appartement;35;2;;DU CORPS DE GARDE;1326
10587;35.51;Appartement;35;2;;DE BONNE SOURCE;1325
10588;41.79;Appartement;41;2;;BARBARA;1330
10589;71.74;Appartement;71;3;;DES PINGOUINS;1326
10590;134.13;Appartement;45;2;;DE LA FRATERNITE;1326
10591;39.87;Appartement;40;2;;DE TABAGO;1339
10592;64.51;Appartement;63;3;;ANTOINE DE CONDORCET;1326
10593;70.3;Appartement;74;3;;FRANCOIS VOLTAIRE;1326
10594;59.32;Appartement;59;3;;DE TOUTES AIDES;1326
10595;103.1;Appartement;104;4;;DU VICE AMIRAL HALGAN;1340
10596;14.99;Appartement;23;1;;CHARLOTTE;1325
10597;18.17;Appartement;17;1;;DES MIMOSAS;1325
10598;74.65;Appartement;89;4;;DE L EGLISE;1341
10599;126.85;Appartement;108;5;;DU PORT;1326
10600;58.65;Appartement;59;2;;DE LA REPUBLIQUE;1326
10601;78.23;Appartement;85;3;;DES CHANTIERS;1326
10602;41.13;Appartement;40;2;;FERDINAND DE LESSEPS;1326
10603;42.54;Appartement;42;2;;DES CHARDONNERETS;1326
10604;27.9;Appartement;31;0;;CHARLOTTE;1325
10605;29.26;Appartement;28;1;;DE L OCEAN;1325
10606;54.19;Appartement;56;2;;RENE GUY CADOU;1334
10607;54.9;Appartement;55;2;;GRAVELAIS;1325
10608;41.21;Appartement;41;2;;HENRI GAUTIER;1327
10609;72.95;Appartement;72;3;;DE LA CHAPELLE;1325
10610;24.56;Appartement;25;1;;DES CABOTEURS;1326
10611;47.55;Appartement;47;2;;DU GENERAL DE GAULLE;1325
10612;16.16;Appartement;18;1;;DE LA COTE D AMOUR;1326
10613;44.58;Appartement;40;2;;DE LA REPUBLIQUE;1326
10614;25.35;Appartement;25;2;;COMMANDANT CHARCOT;1326
10615;48.65;Appartement;49;2;;DES AIRELLES;1342
10616;46.1;Appartement;46;2;;DE LA REPUBLIQUE;1325
10617;34.17;Appartement;35;2;;DU CDT GUSTAVE GATE;1326
10618;64.25;Appartement;62;3;;DE LA CHAPELLE;1325
10619;49.07;Appartement;69;3;;DE LA RENAISSANCE;1326
10620;13.8;Appartement;15;1;;CHARLOTTE;1325
10621;64.45;Appartement;64;3;;DES LORIETTES;1325
10622;42.41;Appartement;42;2;;DES CHARDONNERETS;1326
10623;42.12;Appartement;42;2;;FREDERIC CHOPIN;1327
10624;65;Appartement;86;4;;HENRI GAUTIER;1326
10625;48.95;Appartement;48;2;;DU DOCTEUR ROUX;1332
10626;123.1;Maison;106;3;;DES CHANTIERS;1326
10627;46.47;Appartement;46;2;;GUY DE MAUPASSANT;1326
10628;30.09;Appartement;32;2;;PASTEUR;1343
10629;67.04;Appartement;69;3;;DE LA PLAGE;1343
10630;51.17;Appartement;52;3;;DU CHATEAU GAILLARD;1344
10631;36.59;Appartement;25;1;;DU MARECHAL LECLERC;1345
10632;18.69;Appartement;18;1;;HONORE DE BALZAC;1346
10633;35;Appartement;34;2;;DE LA LAMBARDE;1347
10634;81.44;Appartement;78;3;;RAGEOT DE LA TOUCHE;1347
10635;49.03;Appartement;48;2;;PROFESSEUR THIROLOIX;1347
10636;49.19;Appartement;50;3;;VICTOR DURUY;1347
10637;41.99;Appartement;38;2;;GRANDE RUE;1343
10638;79.07;Appartement;70;4;;DE LA PLANCHE (VC84);1348
10639;41.96;Appartement;38;1;;DU MARECHAL LECLERC;1345
10640;45.82;Appartement;47;2;;LOUIS LAJARRIGE;1347
10641;30.33;Appartement;29;2;;LOUIS LAJARRIGE;1347
10642;38.14;Appartement;38;2;;BRETONNIE (VC47);1349
10643;22.83;Appartement;26;1;;DE LA MAIRIE;1345
10644;50.84;Appartement;53;2;;ALFRED BRUNEAU;1347
10645;33.51;Appartement;40;1;;AMIRAL COURBET;1343
10646;26.49;Maison;25;2;;DE PENCHATEAU;1343
10647;21.1;Appartement;40;1;;DU TREHIC;1349
10648;52.09;Appartement;52;2;;DE LA PETITE CHAMBRE;1349
10649;23.44;Appartement;24;1;;PAUL LESAGE;1343
10650;57.85;Appartement;56;3;;DES FAUNES;1347
10651;57.7;Appartement;56;3;;DE PORT VAL (RD45);1349
10652;40.62;Appartement;44;2;;OLIVIER GUICHARD;1347
10653;90.95;Maison;90;5;;DE KER MAHE;1343
10654;40.87;Appartement;44;2;;RENE GUY CADOU;1347
10655;96.65;Maison;98;5;;DU PRE POMMAN;1346
10656;77.27;Maison;77;4;135;LOUIS LODAY;1343
10657;58.17;Appartement;60;3;;DE LA LAMBARDE;1347
10658;30.1;Appartement;44;3;;SAINT PAUL;1345
10659;47.66;Appartement;39;2;;D ARMORIQUE;1347
10660;66.51;Appartement;67;3;;GENERAL DE GAULLE;1343
10661;25.71;Appartement;25;1;;DOCTEUR RENE DUBOIS;1347
10662;27.83;Appartement;25;1;;DOCTEUR RENE DUBOIS;1347
10663;24.43;Maison;24;2;;DE KERJACOT;1346
10664;36.53;Appartement;37;2;;DU CONNETABLE;1347
10665;85.21;Appartement;85;4;;GENERAL DE GAULLE;1343
10666;33.65;Appartement;35;1;;GENERAL LECLERC;1343
10667;57.35;Appartement;60;3;;DE LA LAMBARDE;1347
10668;80.68;Maison;80;4;;DE LA MEUNERIE;1344
10669;65.26;Appartement;66;3;;MAL DE LATTRE DE TASSIGNY;1347
10670;37.31;Appartement;37;2;;DES ROSEAUX;1347
10671;30.29;Appartement;29;1;;DU GOLF;1346
10672;82.21;Maison;85;5;;DE BRETAGNE;1350
10673;34.89;Appartement;34;2;;DE LA GUILLERAIE;1347
10674;45.32;Appartement;22;2;;DES ALOES;1347
10675;68.63;Appartement;51;2;;DU MAIL DE BROC (RD245);1349
10676;22.59;Appartement;43;2;;DU GENERAL DE GAULLE;1347
10677;50.38;Appartement;50;2;;JEAN DE NEYMAN;1347
10678;36.71;Appartement;38;1;;DU BOIS;1343
10679;35.76;Maison;35;2;;DE LA FRATERNITE;1345
10680;25.12;Appartement;25;1;;DE LOZEPIENNE (VC2);1348
10681;48.26;Maison;56;3;;DU PARC DE GUMBRASSE;1351
10682;61.04;Appartement;61;3;;ST ARMEL;1344
10683;22.87;Appartement;22;1;;DOCTEUR LE ROUZIC;1343
10684;33.37;Maison;35;3;;DE PORT KENNET;1351
10685;24.15;Appartement;27;1;;ALFRED BRUNEAU;1347
10686;46.27;Appartement;36;2;;DES IFS;1347
10687;48.15;Appartement;49;2;;DE LA GUILLERAIE;1347
10688;57.54;Appartement;50;2;;DU BERCAIL;1343
10689;22.39;Appartement;36;1;;DU TREHIC;1349
10690;34.96;Appartement;37;2;;PAUL GAUGUIN;1344
10691;77.13;Appartement;75;3;;DE LA CONCORDE;1347
10692;27.15;Appartement;34;1;;LOUIS LAJARRIGE;1347
10693;44.75;Appartement;49;2;;DE LA GUILLERAIE;1347
10694;25.59;Appartement;38;2;;VANNETAISE;1344
10695;41.41;Appartement;41;3;;DE LA PIERRE LONGUE (RD45);1349
10696;26.08;Appartement;23;1;;RAGEOT DE LA TOUCHE;1347
10697;49.58;Appartement;48;2;;DE L OCEAN;1347
10698;44.71;Appartement;47;1;;DU TREHIC;1349
10699;21.6;Appartement;21;2;;GAL LECLERC (VC9);1349
10700;77.41;Appartement;70;3;;GENERAL DE GAULLE;1343
10701;64.59;Appartement;65;3;;DU MARECHAL FERRANT;1347
10702;42.46;Appartement;38;2;;DOCTEUR RENE DUBOIS;1347
10703;37.27;Appartement;38;2;;DE LA GARE;1343
10704;24.02;Appartement;29;1;;JOSSELIN;1347
10705;76.04;Appartement;76;3;;DE LA FURGUAI;1347
10706;63.82;Appartement;64;3;;DE LA MARJOLAINE;1345
10707;30.96;Appartement;30;1;;RENE GUY CADOU;1347
10708;29.62;Appartement;29;1;;DU TREHIC;1349
10709;32.49;Appartement;31;2;;DU MAL FOCH (VC10);1349
10710;67.9;Appartement;33;1;;DE L OCEAN;1347
10711;48.26;Appartement;52;3;;BERLIOZ;1347
10712;73.66;Appartement;74;4;;BELLANGER;1345
10713;57.04;Appartement;56;3;;JEAN DE LAISNE;1346
10714;59.71;Maison;73;3;;DE L OCEAN;1352
10715;53.91;Appartement;53;2;;DE L OCEAN;1347
10716;42.99;Appartement;40;2;;DE CUY;1347
10717;157.76;Appartement;149;6;;DE L OCEAN;1347
10718;88.91;Appartement;90;4;;DU COMMANDANT DE NERVO;1347
10719;45.25;Appartement;44;2;;DE SAUMUR;1347
10720;40.39;Appartement;42;3;;DU GENERAL DE GAULLE;1347
10721;64.9;Appartement;64;3;;JULIEN JAUNAIS;1345
10722;34.41;Appartement;33;1;;DE LA GARE;1346
10723;34.5;Appartement;35;2;;DE L OCEAN;1347
10724;46;Appartement;53;4;;GENERAL LECLERC;1343
10725;72.16;Appartement;74;3;;SAINT HUBERT;1347
10726;79.23;Maison;60;5;;DE LA MEUNERIE;1344
10727;109.87;Maison;108;4;;HENRI BOURNOUVEAU;1345
10728;73.95;Maison;76;3;;DE LA TURBALLE;1352
10729;38.1;Appartement;38;1;;DU FOUR A PAIN;1350
10730;51.81;Appartement;55;3;;ANDRIEU;1347
10731;70.56;Appartement;70;3;;MAL DE LATTRE DE TASSIGNY;1347
10732;24.64;Appartement;26;1;;OLIVIER GUICHARD;1347
10733;31.01;Appartement;31;2;;MAL DE LATTRE DE TASSIGNY;1347
10734;72.1;Appartement;65;3;;GENERAL DE GAULLE;1343
10735;21.57;Appartement;21;1;;D ARMES;1349
10736;36.95;Appartement;35;2;;DE LA GUILLERAIE;1347
10737;48.47;Appartement;56;3;;DE CUY;1347
10738;37.98;Appartement;38;2;;DE DAMPIERRE;1347
10739;103.8;Appartement;104;4;;HENNECART;1347
10740;65.56;Appartement;66;3;;RENE GUY CADOU;1347
10741;68.6;Appartement;68;3;;JEAN MERMOZ;1347
10742;118.75;Maison;119;5;;DE MESORE;1347
10743;31.25;Appartement;30;2;;DE SAINT NUDEC;1346
10744;29.57;Appartement;32;2;;DU BOIS D AMOUR;1347
10745;42.44;Appartement;43;2;;DE LA FURGUAI;1347
10746;43.66;Appartement;44;2;;DES LAMINAIRES;1349
10747;36.77;Appartement;38;3;;MAXIME AUDOUIN;1343
10748;70.7;Appartement;71;3;;JEAN DE LAISNE;1346
10749;19.91;Appartement;23;1;;DOCTEUR RENE DUBOIS;1347
